#,keyword,country,difficulty,volume,cpc,cps,parent keyword,last update,serp features,global volume,traffic potential,nu,com,net,dk,checking_date
968,hundeseng,dk,5,7300,0.8,1.44,hundekurv,26/01/2022 20:42,"Image pack,Sitelinks",19000,15000,1,0,1,0,29-01-2022 09:53:06
969,kl,dk,3,7300,0.45,0.6,kl,24/01/2022 16:51,"Sitelinks,People also ask,Knowledge panel,Tweet box",411000,6100,0,1,1,0,29-01-2022 09:49:44
970,ceviche,dk,0,7300,0.0,0.64,ceviche,25/01/2022 08:39,"Top stories,Thumbnails,People also ask,Knowledge panel,Videos,Sitelinks",856000,2300,0,0,0,0,29-01-2022 09:50:18
971,vintertid,dk,1,7300,0.0,0.66,vintertid,27/01/2022 05:11,"People also ask,Sitelinks,Knowledge panel",33000,4900,1,0,1,0,29-01-2022 09:49:12
972,feline,dk,3,7300,0.1,0.9,sommerhus udlejning,26/01/2022 20:50,"Adwords top,Sitelinks,People also ask,Top stories,Videos,Image pack,Knowledge panel",97000,12000,0,0,0,0,29-01-2022 09:48:18
973,venner,dk,0,7300,0.9,0.29,friends,23/01/2022 07:17,"Sitelinks,People also ask,Knowledge panel",26000,2400,1,0,0,0,29-01-2022 09:53:23
974,kikkerter,dk,7,7300,0.3,1.28,kikkerter,23/01/2022 16:42,"People also ask,Sitelinks,Image pack",8400,10000,1,0,0,0,29-01-2022 09:52:46
975,dm,dk,2,7300,0.0,0.51,dm,27/01/2022 20:31,"Adwords top,Sitelinks,People also ask",3820000,5600,0,1,1,0,29-01-2022 09:49:13
976,ugg,dk,0,7300,0.5,0.76,ugg,23/01/2022 00:49,"Sitelinks,Knowledge panel,Image pack",1430000,4300,0,0,0,0,29-01-2022 09:49:29
977,tvmv,dk,0,7300,1.0,1.05,tv midtvest,23/01/2022 03:24,"Sitelinks,Top stories,Thumbnails,People also ask,Knowledge panel,Image pack",7400,126000,1,0,0,0,29-01-2022 09:49:17
978,bulgur,dk,0,7300,0.1,0.53,bulgur,27/01/2022 14:13,"Top stories,Thumbnails,People also ask,Videos,Sitelinks,Knowledge panel",363000,1500,0,0,0,1,29-01-2022 09:47:33
